iter	Logloss
0	0.4185444652
1	0.3170526924
2	0.245313101
3	0.2048573173
4	0.1722845589
5	0.1375330498
6	0.1172972773
7	0.09755700622
8	0.08600893497
9	0.07433833031
10	0.06516592801
11	0.05777786024
12	0.05690275738
13	0.05202663708
14	0.04730442337
15	0.04321103122
16	0.04013113399
17	0.03741732866
18	0.0338496625
19	0.0318442167
20	0.02836496944
21	0.02535557433
22	0.02334127008
23	0.02146048679
24	0.01810000057
25	0.01681873468
26	0.01607494993
27	0.01570977206
28	0.0149993331
29	0.0142913597
30	0.01369438948
31	0.01260145806
32	0.01207776063
33	0.01159851601
34	0.01117445722
35	0.01081037634
36	0.01037385319
37	0.0101045283
38	0.00969088233
39	0.009480164656
40	0.0089100618
41	0.008543501597
42	0.008338772187
43	0.008100625094
44	0.007800694591
45	0.007222103184
46	0.006996518015
47	0.006803447091
48	0.006639215206
49	0.006468856277
50	0.00632505525
51	0.006021537804
52	0.005863594984
53	0.005742900688
54	0.00545810395
55	0.005335830656
56	0.005226630944
57	0.005029918864
58	0.004829381474
59	0.004745941392
60	0.004637535731
61	0.004434226224
62	0.004314928109
63	0.004167228375
64	0.004067348301
65	0.003980650647
66	0.003928535589
67	0.003859897686
68	0.003797370451
69	0.00370797826
70	0.003646065491
71	0.003606072677
72	0.003575968061
73	0.003531630829
74	0.003398861918
75	0.003354559056
76	0.003267221053
77	0.003224247856
78	0.003169890618
79	0.003053695312
80	0.002996444682
81	0.00295829846
82	0.002928790613
83	0.002851070684
84	0.00281044727
85	0.002751374505
86	0.002705082073
87	0.002664525268
88	0.002639949187
89	0.002605580095
90	0.002584113704
91	0.002567003565
92	0.002538670975
93	0.002494158593
94	0.002469328522
95	0.002469328522
96	0.002310863917
97	0.00226670334
98	0.002252037654
99	0.002222918998
100	0.002176941211
101	0.002176966357
102	0.002020069457
103	0.001997848741
104	0.001997799638
105	0.001950275099
106	0.001925225963
107	0.001901999708
108	0.001872106931
109	0.001839886108
110	0.001810944527
111	0.001781373064
112	0.001733292679
113	0.001691191667
114	0.001672073731
115	0.001642893935
116	0.001614315546
117	0.001598320671
118	0.001575137417
119	0.001575105708
120	0.001543301029
121	0.001530909976
122	0.001512924882
123	0.001512912058
124	0.001429360477
125	0.001406589223
126	0.001406589223
127	0.001333167329
128	0.001333167329
129	0.001299593076
130	0.001299593076
131	0.001287262325
132	0.00126914905
133	0.00126914905
134	0.001239460546
135	0.001239460546
136	0.001232397501
137	0.00123242689
138	0.00120835229
139	0.001208348741
140	0.001145687691
141	0.001145687691
142	0.001145702114
143	0.00110259249
144	0.001102576008
145	0.00107494905
146	0.001074943651
147	0.001074907246
148	0.001037507167
149	0.001037477555
150	0.001037471683
151	0.00101459664
152	0.00101459664
153	0.00101459664
154	0.0009864816364
155	0.000986497859
156	0.0009533125293
157	0.0009533125293
158	0.0009532652386
159	0.000923376986
160	0.0009233426951
161	0.0009233426951
162	0.0009233263219
163	0.0009233331817
164	0.0009233236893
165	0.0009233025614
166	0.0009233025614
167	0.0009232642735
168	0.0009232050335
169	0.0009232050335
170	0.0009232050335
171	0.0009231514982
172	0.0009231514982
173	0.0009231403106
174	0.0009083887023
175	0.00090834553
176	0.0009083342044
177	0.0009083178646
178	0.0009082888473
179	0.0009082846452
180	0.0008875591764
181	0.0008875449084
182	0.0008875449084
183	0.0008801996302
184	0.0008801996302
185	0.0008801996302
186	0.0008801616227
187	0.0008801087277
188	0.0008800881314
189	0.0008801070996
190	0.0008800324867
191	0.0008800324867
192	0.0008800587667
193	0.0008800048171
194	0.0008800048171
195	0.0008675524435
196	0.0008675261844
197	0.00086750342
198	0.00086750342
199	0.0008674702508
200	0.000867479354
201	0.0008674291043
202	0.0008674534967
203	0.0008674110569
204	0.0008674110569
205	0.0008674022089
206	0.0008674022089
207	0.0008673589404
208	0.0008673589404
209	0.0008673589404
210	0.0008673589404
211	0.0008673222555
212	0.0008673535998
213	0.0008673535998
214	0.0008673535998
215	0.0008673675037
216	0.0008673675037
217	0.0008673675037
218	0.000867314885
219	0.000867314885
220	0.0008672609939
221	0.0008672372837
222	0.0008672376394
223	0.0008672376394
224	0.0008672376394
225	0.0008672145403
226	0.0008672145403
227	0.000867193831
228	0.000867193831
229	0.0008672024696
230	0.0008671664209
231	0.0008671664209
232	0.0008671595903
233	0.0008671595903
234	0.0008671011707
235	0.0008507454904
236	0.0008507454904
237	0.0008507454904
238	0.0008258109223
239	0.0008258074317
240	0.0008257824324
241	0.0008257824324
242	0.0008257741202
243	0.0008257741202
244	0.0008257625392
245	0.0008258161917
246	0.0008257183499
247	0.0008257520004
248	0.0008257644896
249	0.000825740185
250	0.000825740185
251	0.0008257364768
252	0.0008257376654
253	0.000825679928
254	0.0008255829232
255	0.0008255829232
256	0.0008255829232
257	0.0008256482865
258	0.0008256391288
259	0.0008256468509
260	0.0008256468509
261	0.0008256011548
262	0.0008255932653
263	0.0008255934704
264	0.0008255934704
265	0.0007991400289
266	0.0007991386351
267	0.000782277122
268	0.000782277122
269	0.0007822447271
270	0.0007822447271
271	0.000782218853
272	0.000782218853
273	0.000782218853
274	0.0007822290486
275	0.0007822290486
276	0.0007822290486
277	0.0007663407549
278	0.0007663405749
279	0.0007391853321
280	0.0007391853321
281	0.0007391725834
282	0.0007391784848
283	0.0007391603998
284	0.0007391603998
285	0.0007390983597
286	0.0007390734525
287	0.0007390315316
288	0.0007390315316
289	0.0007389792729
290	0.0007389951941
291	0.0007389951941
292	0.0007389412026
293	0.0007389620751
294	0.0007389155294
295	0.0007267464229
296	0.0007267522197
297	0.0007267753649
298	0.0007266970395
299	0.000726601847
300	0.000726601847
301	0.0007265715323
302	0.000695266392
303	0.000695266392
304	0.000695266392
305	0.0006952863688
306	0.0006952863688
307	0.0006952021086
308	0.0006795750086
309	0.0006795919343
310	0.0006795427183
311	0.0006680013069
312	0.0006679439126
313	0.000667936312
314	0.0006679068803
315	0.0006679527019
316	0.0006679527019
317	0.0006679527019
318	0.0006679007822
319	0.0006678746402
320	0.0006678668429
321	0.0006678668429
322	0.0006678260144
323	0.0006678260144
324	0.0006677916482
325	0.0006677916482
326	0.0006678320581
327	0.0006678320581
328	0.0006678320581
329	0.000667811353
330	0.000667782884
331	0.000667782884
332	0.000667782884
333	0.000667782884
334	0.0006677490702
335	0.00066777995
336	0.0006677478481
337	0.000667715336
338	0.000667715336
339	0.0006676994817
340	0.0006676994817
341	0.0006676639729
342	0.0006676639729
343	0.0006676639729
344	0.0006676597624
345	0.0006440959678
346	0.0006440959678
347	0.0006440933896
348	0.0006440933896
349	0.0006440933896
350	0.0006440933896
351	0.0006440933896
352	0.0006440376277
353	0.0006440659544
354	0.0006235418659
355	0.0006234400605
356	0.0006234400605
357	0.0006234721081
358	0.0006234243821
359	0.0006234243821
360	0.0006233954359
361	0.0006234531943
362	0.0006234247378
363	0.0006233822938
364	0.0006233822938
365	0.0006233822938
366	0.0006234179868
367	0.0006234179868
368	0.0006233624927
369	0.0006233491162
370	0.0006232854606
371	0.0006232615955
372	0.0006232615955
373	0.0006232615955
374	0.0006232615955
375	0.0006232842929
376	0.000623240836
377	0.000623240836
378	0.0006232371403
379	0.0006232371403
380	0.0006232371403
381	0.0006232213488
382	0.0006232213488
383	0.0006232213488
384	0.0006232007651
385	0.0006024939757
386	0.0006024554868
387	0.0006024382179
388	0.0006023873696
389	0.0006023538949
390	0.0006024124108
391	0.0006023396562
392	0.0006023396562
393	0.0006022766452
394	0.0006023096721
395	0.0006023096721
396	0.0006023108816
397	0.0006022591461
398	0.0006022272576
399	0.000602150012
400	0.000602150012
401	0.000602150012
402	0.0006021459982
403	0.0006021896728
404	0.0005825339057
405	0.0005825262674
406	0.0005824582715
407	0.0005824326339
408	0.0005824326339
409	0.0005824319119
410	0.0005824319119
411	0.0005824094176
412	0.0005823958632
413	0.0005823958632
414	0.0005824041251
415	0.0005823678336
416	0.0005823678336
417	0.0005823678336
418	0.0005823993245
419	0.000582391343
420	0.000582391343
421	0.0005823155393
422	0.0005822736791
423	0.0005822736791
424	0.000582254916
425	0.00058228729
426	0.0005822395703
427	0.0005822395703
428	0.0005822171429
429	0.0005822618366
430	0.0005822215606
431	0.0005822215606
432	0.0005821870311
433	0.0005821870311
434	0.0005821870311
435	0.0005822458735
436	0.0005822458735
437	0.0005822458735
438	0.0005822458735
439	0.0005821817471
440	0.0005821756176
441	0.0005821309071
442	0.0005821309071
443	0.0005821523656
444	0.0005821892347
445	0.0005821449596
446	0.0005821826051
447	0.0005820742621
448	0.0005820771981
449	0.000582069451
450	0.0005819556063
451	0.0005819556063
452	0.0005820278691
453	0.0005820278691
454	0.0005820147417
455	0.0005819825937
456	0.0005819854084
457	0.0005820068438
458	0.0005820068438
459	0.0005819683194
460	0.0005819683194
461	0.0005819377619
462	0.0005819047162
463	0.0005819592811
464	0.0005819592811
465	0.0005819592811
466	0.0005819355583
467	0.0005818954937
468	0.0005819044567
469	0.000581852945
470	0.000581852945
471	0.000581842538
472	0.0005728359321
473	0.0005728590668
474	0.0005728590668
475	0.0005727867119
476	0.0005727867119
477	0.0005727867119
478	0.0005728485259
479	0.0005728353942
480	0.0005728144485
481	0.0005728072873
482	0.0005727867224
483	0.0005727867224
484	0.0005727523833
485	0.0005727748233
486	0.0005727748233
487	0.0005727391596
488	0.0005727391596
489	0.0005726682612
490	0.0005726682612
491	0.0005726682612
492	0.0005727478422
493	0.0005727478422
494	0.0005727112284
495	0.0005726467943
496	0.0005726680059
497	0.0005726199367
498	0.0005726199367
499	0.0005726199367
500	0.0005726754329
501	0.0005726754329
502	0.0005726498267
503	0.0005726055243
504	0.0005725810628
505	0.0005725564234
506	0.0005725384346
507	0.0005725384346
508	0.0005725384346
